L2155	35000	80000	100000
L2156	40000	70000	100000
L2157	5000	30000	40000
L2158	20000	55000	70000
L2159	3000	30000	40000
L2160	10000	45000	60000
L2161	4000	70000	95000
L2162	3000	35000	45000
L2163	2000	15000	25000
L2164	10000	45000	65000
L2165	20000	100000	125000
L2166	16000	150000	220000
L2167	2000	20000	30000
L2168	3000	22000	30000
L2169	18000	115000	175000
L2170	20000	70000	90000
L2171	2000	50000	65000
L2172	36000	115000	145000
L2173	15000	75000	90000
L2174	2000	30000	50000
L2175	40000	130000	160000
L2176	25000	120000	145000
L2177	4000	55000	75000
L2178	6000	35000	45000
L2179	15000	75000	115000
L2180	25000	85000	115000
L2181	25000	80000	100000
L2182	3000	25000	40000
L2183	3000	45000	60000
L2184	12000	50000	70000
L2185	17000	80000	100000
L2186	5000	45000	65000
L2187	10000	45000	60000
L2188	36000	130000	160000
L2189	15000	55000	85000
L2190	3000	35000	45000
L2191	8000	100000	140000
L2192	3000	30000	50000
L2193	40000	100000	125000
L2194	5000	57000	70000
L2195	2000	30000	45000
L2196	9000	60000	80000
L2197	5000	35000	45000
L2198	30000	110000	140000
L2199	2000	30000	40000
L2200	3000	40000	60000
L2201	3000	20000	30000
L2202	36000	150000	200000
L2203	30000	140000	180000
L2204	5000	55000	80000
L2205	3000	40000	60000
L2206	10000	38000	48000
L2207	3000	45000	55000
L2208	14000	55000	75000
L2209	3000	43000	53000
L2210	10000	50000	65000
L2211	16000	90000	110000
L2212	3000	55000	75000
L2213	10000	40000	50000
L2214	20000	110000	140000
L2215	30000	110000	140000
L2216	5000	25000	35000
L2217	16000	80000	100000
L2218	30000	140000	175000
L2219	5000	35000	50000
L2220	15000	80000	100000
L2221	3000	90000	115000
L2222	30000	110000	135000
L2223	30000	120000	160000
L2224	5000	45000	60000
L2225	2000	30000	50000
L2226	6000	120000	150000
L2227	16000	110000	140000
L2228	2000	25000	35000
L2229	5000	60000	80000
L2230	40000	110000	145000
L2231	3000	150000	200000
L2232	5000	65000	80000
L2233	13000	55000	75000
L2234	6000	35000	45000
L2235	15000	40000	50000
L2236	50000	90000	120000
L2237	5000	35000	45000
L2238	6000	45000	60000
L2239	20000	80000	100000
L2240	5000	27000	35000
L2241	15000	75000	100000
L2242	25000	80000	100000
L2243	3000	35000	60000
L2244	9000	50000	80000
L2245	15000	75000	95000
L2246	3000	35000	45000
L2247	3000	25000	35000
L2248	6000	75000	90000
L2249	2000	20000	25000
L2250	24000	140000	170000
L2251	30000	120000	150000
L2252	3000	20000	30000
L2253	5000	50000	60000
L2254	40000	110000	140000
L2255	5000	20000	30000
L2256	32000	100000	130000
L2257	3000	40000	70000
L2258	16000	80000	120000
L2259	45000	120000	175000
L2260	12000	50000	65000
L2261	2000	30000	40000
L2262	15000	70000	85000
L2263	25000	150000	200000
L2264	3000	45000	65000
L2265	20000	180000	220000
L2266	2000	25000	35000
L2267	25000	170000	210000
L2268	3000	60000	80000
L2269	30000	150000	185000
L2270	10000	40000	50000
L2271	8000	35000	45000
L2272	36000	150000	190000
L2273	4000	33000	40000
L2274	6000	65000	90000
L2275	5000	45000	60000
L2276	5000	85000	115000
L2277	16000	80000	100000
L2278	36000	105000	135000
L2279	3000	45000	60000
L2280	3000	25000	35000
L2281	5000	50000	70000
L2282	2000	20000	25000
L2283	15000	45000	60000
L2284	30000	130000	170000
L2285	5000	35000	45000
L2286	3000	35000	50000
L2287	25000	80000	110000
L2288	10000	50000	65000
L2289	60000	140000	180000
L2290	2000	35000	45000
L2291	3000	60000	80000
L2292	40000	100000	130000
L2293	25000	65000	85000
L2294	3000	45000	55000
L2295	36000	135000	165000
L2296	25000	75000	95000
L2297	5000	30000	40000
L2298	3000	35000	50000
L2299	40000	180000	210000
L2300	3000	40000	60000
L2301	20000	135000	165000
L2302	3000	25000	35000
L2303	16000	100000	130000
L2304	40000	145000	185000
L2305	25000	85000	110000
L2306	2000	30000	40000
L2307	5000	50000	70000
L2308	35000	100000	130000
L2309	15000	100000	125000
L2310	10000	65000	85000
L2311	15	80000	100000
L2312	15000	60000	75000
L2313	2000	30000	40000
L2314	36000	130000	160000
L2315	15000	90000	120000
L2316	10000	85000	105000
L2317	35000	115000	145000
L2318	5000	45000	70000
L2319	15000	100000	140000
L2320	3000	40000	50000
L2321	3000	30000	40000
L2322	2000	30000	40000
L2323	30000	105000	130000
L2324	10000	100000	125000
L2325	10000	90000	110000
L2326	2000	40000	55000
L2327	5000	35000	50000
L2328	20000	100000	120000
L2329	2000	30000	45000
L2330	2500	15000	20000
L2331	16000	150000	180000
L2332	10000	60000	75000
L2333	2500	30000	40000
L2334	15000	60000	75000
L2335	30000	130000	160000
L2336	4000	42000	52000
L2337	20000	45000	70000
L2338	15000	65000	85000
L2339	3000	25000	35000
L2340	30000	90000	110000
L2341	20000	100000	130000
L2342	6000	35000	45000
L2343	10000	75000	95000
L2344	25000	120000	150000
L2345	3000	27000	33000
L2346	8000	80000	100000
L2347	20000	65000	85000
L2348	5000	35000	45000
L2349	5000	25000	35000
L2350	5000	50000	65000
L2351	5000	27000	35000
L2352	20000	110000	135000
L2353	30000	100000	125000
L2354	2000	20000	25000
L2355	2000	25000	35000
L2356	6000	40000	60000
L2357	30000	95000	120000
L2358	3000	30000	40000
L2359	5000	35000	45000
L2360	50000	110000	140000
L2361	15000	80000	100000
L2362	30000	100000	120000
L2363	2000	30000	45000
L2364	15000	105000	130000
L2365	20000	40000	55000
L2366	4000	25000	40000
L2367	2000	35000	45000
L2368	30000	100000	125000
L2369	5000	30000	55000
L2370	30000	110000	140000
L2371	15000	60000	75000
L2372	2000	20000	25000
L2373	5000	45000	60000
L2374	25000	65000	80000
L2375	5000	40000	60000
L2376	20000	70000	100000
L2377	5000	50000	65000
L2378	10000	55000	70000
L2379	7000	45000	60000
L2380	25000	105000	135000
L2381	10000	70000	100000
L2382	8000	30000	40000
L2383	5000	45000	60000
L2384	30000	100000	130000
L2385	12000	70000	90000
L2386	10000	80000	100000
L2387	5000	35000	45000
L2388	20000	125000	155000
L2389	10000	50000	70000
L2390	5000	30000	40000
L2391	5000	25000	30000
L2392	20000	120000	150000
L2393	5000	25000	35000
L2394	10000	50000	70000
L2395	20000	75000	92000
L2396	50000	115000	145000
L2397	5000	40000	50000
L2398	10000	35000	45000
L2399	8000	35000	50000
L2400	40000	85000	110000
L2401	10000	110000	140000
L2402	5000	40000	50000
L2403	5000	30000	40000
L2404	5000	60000	75000
L2405	25000	60000	75000
L2406	12000	61000	90000
L2407	4000	35000	50000
L2408	5000	30000	50000
L2409	10000	95000	120000
L2410	5000	30000	45000
L2411	2000	25000	38000
L2412	40000	105000	130000
L2413	5000	35000	45000
L2414	5000	40000	50000
L2415	15000	50000	65000
L2416	20000	190000	220000
L2417	5000	20000	60000
L2418	4000	25000	45000
L2419	25000	95000	115000
L2420	5000	25000	40000
L2421	35000	140000	180000
L2422	5000	60000	90000
L2423	2000	30000	40000
L2424	5000	25000	40000
L2425	20000	55000	70000
L2426	2000	20000	30000
L2427	2000	40000	80000
L2428	35000	120000	160000
L2429	2000	35000	45000
L2430	2000	35000	50000
L2431	2000	55000	70000
L2432	15000	75000	95000
L2433	20000	150000	200000
L2434	15000	60000	75000
L2435	10000	45000	60000
L2436	10000	65000	80000
L2437	10000	90000	110000
L2438	2000	35000	45000
L2439	4000	30000	35000
L2440	10000	70000	85000
L2441	4000	21000	30000
L2442	5000	40000	55000
L2443	20000	100000	130000
L2444	3000	32000	40000
L2445	20000	180000	220000
L2446	5000	50000	60000
L2447	5000	40000	50000
L2448	30000	95000	120000
L2449	40000	110000	140000
L2450	3000	30000	45000
L2451	30000	90000	110000
L2452	50000	165000	200000
L2453	5000	95000	115000
L2454	5000	25000	40000
L2455	20000	90000	110000
L2456	5000	60000	75000
L2457	5000	55000	75000
L2458	5000	70000	95000
L2459	2000	45000	55000
L2460	10000	75000	95000
L2461	36000	190000	230000
L2462	5000	35000	50000
L2463	5000	50000	70000
L2464	50000	125000	145000
L2465	5000	25000	35000
L2466	12000	70000	100000
L2467	35000	120000	145000
L2468	25000	80000	100000
L2469	36000	200000	260000
L2470	5000	55000	75000
L2471	5000	55000	70000
L2472	4000	60000	75000
L2473	35000	150000	190000
L2474	3000	16000	23000
L2475	30000	90000	115000
L2476	3000	45000	60000
L2477	3000	20000	30000
L2478	3000	45000	60000
L2479	15000	50000	70000
L2480	5000	40000	60000
L2481	15000	170000	190000
L2482	20000	160000	190000
L2483	5000	40000	50000
L2484	5000	65000	85000
L2485	25000	190000	250000
L2486	15000	55000	65000
L2487	40000	240000	290000
L2488	30000	150000	180000
L2489	3000	28000	38000
L2490	4000	35000	45000
L2491	28000	170000	200000
L2492	3000	30000	45000
L2493	2000	30000	40000
L2494	4000	45000	55000
L2495	15000	75000	90000
L2496	2000	20000	30000
L2497	4000	35000	45000
L2498	5000	50000	65000
L2499	3000	45000	60000
L2500	5000	150000	250000
L2501	2000	35000	50000
L2502	8000	30000	40000
L2503	30000	130000	155000
L2504	2000	35000	55000
L2505	2000	35000	55000
L2506	2000	150000	175000
L2507	5000	40000	65000
L2508	10000	60000	80000
L2509	5000	55000	70000
L2510	10000	90000	120000
L2511	5000	40000	55000
L2512	2000	45000	65000
L2513	2000	30000	40000
L2514	2000	40000	65000
L2515	30000	140000	170000
L2516	2000	30000	40000
L2517	10000	80000	100000
L2518	5000	40000	60000
L2519	2000	35000	55000
L2520	3000	45000	65000
L2521	10000	110000	140000
L2522	3000	40000	70000
L2523	5000	25000	35000
L2524	20000	150000	185000
L2525	2000	45000	60000
L2526	10000	80000	100000
L2527	10000	100000	130000
L2528	15000	125000	155000
L2529	15000	70000	95000
L2530	5000	35000	45000
L2531	10000	70000	90000
L2532	20000	120000	155000
L2533	100000	350000	500000
L2534	2000	50000	70000
L2535	10000	75000	88000
L2536	4000	35000	45000
L2537	2000	25000	35000
L2538	3000	60000	75000
L2539	10000	120000	145000
L2540	5000	80000	100000
L2541	5000	50000	65000
L2542	2000	25000	35000
L2543	20000	160000	190000
L2544	5000	55000	75000
L2545	2000	40000	50000
L2546	3000	45000	55000
L2547	2000	35000	45000
L2548	8000	90000	110000
L2549	5000	110000	150000
L2550	5000	70000	100000
L2551	5000	35000	45000
L2552	2000	25000	40000
L2553	5000	55000	65000
L2554	30000	110000	140000
L2555	2000	30000	40000
L2556	50000	160000	190000
L2557	3000	40000	55000
L2558	5000	50000	60000
L2559	5000	40000	65000
L2560	10000	90000	110000
L2561	2000	35000	45000
L2562	15000	75000	95000
L2563	5000	30000	40000
L2564	5000	65000	80000
L2565	30000	110000	130000
